,IMDb-rating,appropriate_for,director,downloads,id,industry,language,posted_date,release_date,run_time,storyline,title,views,writer
16050,6.5,R,John McTiernan,"10,800",80971,Hollywood / English,English,"03 Oct, 2013",Mar 28 2003,98,"Tom Hardy, an ex-Army Ranger turned DEA agent, is drawn into an ever-widening mystery surrounding the disappearance of the feared and often hated Sgt. Nathan West, as well as several of his elite Special Forces trainees on what appears, at first, to have been a routine training exercise during a hurricane in the jungles of Panama. Only two survivors are found, Dunbar, and a badly wounded Kendall, the son of a high-profile Joint Chiefs of Staff official. Neither is willing to cooperate with Capt. Julia Osborne's investigation. So base commander Col. Bill Styles calls in ex-Ranger Hardy, an old friend and a persuasive interrogator. Osborne disapproves of Hardy who is on leave from the D.E.A. after having come under suspicion of accepting bribes from local drug traffickers. She is also uneasy when she learns that Hardy once trained under West and hates him almost as passionately as his current recruits. With time running out, Hardy and Osborne call a temporary, if uneasy, truce. Hardy ...",Basic,"36,967",James Vanderbilt
16051,7,R,Ridley Scott,"27,345",267,Hollywood / English,"English,Arabic","03 Oct, 2013",Oct 09 2008,128,"Roger Ferris is a CIA operative in the Middle East; Ed Hoffman is his control at Langley. Cynicism is everywhere. In Amman, Roger works with Hani Salaam, Jordan's head of security, whose only dictum is ""Don't lie to me."" The Americans are in pursuit of a cleric who leads a group placing bombs all over Europe. When Hani rebukes Ed's demand that Jordan allow the Americans to use one of Jordan's double agents, Roger and Ed hatch a plan to bring the cleric to them. The plan is complicated by its being a secret from Hani and by Roger's attraction to a local nurse. Satellites and cell phones, bodies and lies: modern warfare.",Body of Lies,"68,078","William Monahan, David Ignatius"
16052,6.6,TV-14,Simone Stock,766,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,850",Haley Harris
16053,8.1,,Venky Atluri,"2,287",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"7,608",Venky Atluri
16054,5.5,,Nadira Amrani,378,371671,Hollywood / English,English,"10 Feb, 2023",Feb 07 2023,,"Bold
 and authentic drama set at an elite school where the lines of sexual 
consent are dangerously blurred. When a serious accusation is made 
against 'one of their own', how will the school react?",Consent,"4,435",Emma Dennis-Edwards
16055,,,,"1,782",371740,Wrestling,English,"13 Feb, 2023",Feb 10 2023,,,WWE Smackdown 2023-02-10,"4,906",
16056,5,,Lindsay Hartley,466,371936,Hollywood / English,English,"16 Feb, 2023",Jan 29 2023,,"When
 a woman is attacked in her short term rental, the company's Clean-Up 
Team steps in to help her pick up the pieces. But she soon finds that 
they might not be who they say they are.",Vacation Home Nightmare,"5,938",John F. Hayes
16057,7.1,R,Elegance Bratton,472,371991,Hollywood / English,English,"17 Feb, 2023",Dec 02 2022,95,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,"6,009",Elegance Bratton
16058,4.8,R,John Swab,437,372092,Hollywood / English,English,"20 Feb, 2023",Jan 28 2023,105,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,"4,275",John Swab
16059,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"2,050",Nicholas Schutt
16060,6.6,R,Paul Feig,"8,777",30977,Hollywood / English,"English,Spanish,Bulgarian","29 Jun, 2013",Jun 28 2013,117,"Sarah Ashburn, an FBI agent, is extremely ambitious and has her eye on a promotion, but she doesn't get along with her co-workers. She is sent to Boston to uncover the identity of an elusive drug lord, Mr. Larkin, by tracking down his proxy, Rojas, and is told that she'll have a good shot at the promotion if she finds Larkin. When she arrives in Boston, she learns that Larkin has been eliminating his competition and taking over their operations. She learns that Rojas is in Boston PD custody and goes to see him to ask him what he knows about Larkin, but is warned that the cop who arrested Rojas, Shannon Mullins, is very territorial, and she is not exactly sociable. When the two meet they don't get along. When Mullins learns why Ashburn is in Boston, she decides to find Larkin herself. Ashburn is told by her boss to work with Mullins, but it won't be easy because Ashburn does things by the book while Mullins does things her way.",The Heat,"42,247",Katie Dippold
16061,6.3,PG-13,,"8,849",69511,Hollywood / English,"English,Tagalog,Cantonese,Mandarin,Spanish","08 Jun, 2013",Jun 07 2013,1h 59min,"Billy (Vince Vaughn) and Nick (Owen Wilson) are salesmen whose careers have been torpedoed by the digital world. Trying to prove they are not obsolete, they defy the odds by talking their way into a coveted internship at Google, along with a battalion of brilliant college students. But, gaining entrance to this utopia is only half the battle. Now they must compete with a group of the nation's most elite, tech-savvy geniuses to prove that necessity really is the mother of re-invention.",The Internship,"24,436",
16062,6.3,Unrated,"Raj Purohit, LAl Mohan","32,024",73439,Bollywood / Indian,Hindi,"13 Jul, 2013",Jul 12 2013,138,"Welcome to sixteen's world. A world where growing up has speeded up multifold times from the time you and me were kids. Once upon a time, it was the age of innocence, the age of sweetness, the age when one had the first crush. But times have changed. In the times of Internet, Delhi times and page-3 and  than 300 Tv channels, innocence is the first casualty. Sixteen is a story about lost innocence and teenage heartache in urban India. Meet Anu - Young, intelligent, good looking, sensitive, ambitious. Brash, bold with lots of attitude. She's almost a woman now. In the way she dresses, in the way she approaches life. She is aware of the effect she has on the men around her. She has been through breakups (note the plural), has flings and wants to be the Miss India. So that she can one day rule the glamour world. Meet Tanisha- In search of love, withdrawing at the slightest notice of an imperfection, Tanisha is gutsy, but  rooted. Going on a blind date is not a problem with her. ...",Sixteen,"69,079","Raj Purohit, Pawan Sony"
16063,4.8,,Marina de Van,"5,073",80894,Hollywood / English,English,"01 Oct, 2013",Apr 18 2013,1h 30min,"In a remote town in Ireland, eleven-year-old Niamh finds herself the sole survivor of a bloody massacre that killed her parents and younger brother. Suspecting a gang of homicidal vandals, the police ignore Neve's explanation that the house is the culprit. To help ease her trauma, dutiful neighbors Nat and Lucas take her in with the supervision of a social worker. Neve has trouble finding peace with the wholesome and nurturing couple, and horrific danger continues to manifest.",Dark Touch,"16,886",Marina de Van
16064,6.2,R,,"10,684",80892,Hollywood / English,English,"01 Oct, 2013",Sep 02 2011,105 min,"In New Orleans, English teacher of the high school Rampart High, Will Gerard, and his wife, musician Laura Gerard, are in love with each other. One night, Laura leaves a rehearsal and is assaulted, while Will is playing chess with his friend Jimmy. Will is visiting her in hospital when, out of the blue, a stranger named Simon tells him that he belongs to an organization of vigilantes and offers to eliminate the assailant. In return, the organisation would want a favor from Will in the future. Will agrees, and the criminal is murdered. Six months later, Simon collects his debt with Will. He demands that Will kill Alan Marsh, a pedophile. Will accidentally kills Alan and soon he learns that the victim was an awarded journalist that was investigating the organization. Now he seeks evidences to prove his innocence but the network of the organization is powerful and is seeking Will out to eliminate him.",Seeking Justice,"30,488",
16065,7.7,PG-13,J.J. Abrams,"41,753",23838,Hollywood / English,"English,Klingon","15 Jun, 2013",Jun 14 2013,132,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis. With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",Star Trek Into Darkness,"118,985","Roberto Orci, Alex Kurtzman, Damon Lindelof"
16066,5.9,,Demetrius Navarro,781,80815,Hollywood / English,English,"30 Sep, 2013",Sep 24 2013,1h 33min,"Ethan Bortnick plays the leading role as Nathan,a young boy who's separated from his mother when she goes missing during a trip to Japan to help after the tsunami. The movie explores issues like homelessness, military family life and adoption. Ethan co-wrote the music with Grammy award winning songwriter and producer, Gary Baker and will also score the entire film. Ethan will become the youngest actor to co-write the soundtrack and play the leading role in a feature film. When Army lieutenant, MARGARET PETERS (Lacy Chabert) goes missing during a tsunami rescue mission in Japan, back in Detroit, her son, NATHAN (Ethan Bortnick), discovers that his father GEORGE (Jonathan Bennett) isn't his biological father. Learning that Child Care Services could take him away, Nathan runs away before his father can explain. While George goes on a frantic search, Nathan takes to the streets of Detroit where he meets CAPTAIN MILES, a homeless Iraqi war veteran. Captain Miles takes the boy under his ...",Anything Is Possible,"6,338","Carlos R. Bermúdez, Demetrius Navarro"
16067,5.1,,Nick Lyon,"2,796",80809,Hollywood / English,"English,American Sign Language","30 Sep, 2013",Aug 09 2013,1h 31min,"When a young family moves into a foreclosed home, the previous owner begins a campaign of intimidation and terror. The deranged man will stop at nothing to get his home back.",4Closed,"11,152",Geoff Meed
16068,6.1,PG-13,Clark Johnson,"17,594",80805,Hollywood / English,"English,Spanish,French","30 Sep, 2013",Aug 08 2003,117,"Based off of a one time T.V. show, two Los Angeles S.W.A.T. officers Jim Street and Brian Gamble were sent in to foil an extremely violent bank robbery. Although they thwarted the robbery, they shot a hostage in the process. Street was suspended from S.W.A.T. while Gamble was fired altogether. After 6 months, a veteran S.W.A.T. officer, Daniel Harrelson or ""Hondo"", is told to assemble a S.W.A.T. team for his division. He chooses other S.W.A.T. officers as well as 3 rookies. However, after they pass the S.W.A.T. training, they receive a message that a French crime boss, known as Alex Montell is trying to escape from prison. This will not be easy to prevent, especially after Montell promises $100 Million to his rescuers.",S.W.A.T.,"42,946","Robert Hamner, Ron Mita, Jim McClain"
16069,5.6,PG-13,Garry Marshall,"13,978",8906,Hollywood / English,English,"10 Dec, 2011",Dec 09 2011,118,"Set during New Year's Eve in New York city, this movie follows several people and how the day affects them. Kim is a single mother who still thinks of her daughter, Hailey as a child who wants to go out with a boy so that she could kiss him at midnight. Claire, who is in charge of the city's annual tradition, the ball drop on Times Square. And when something goes wrong she has to ask an electrician, who was fired, to come and fix it. Laura, a chef who is cooking the New year's Eve party for a record company who runs into Jensen, her ex who's a singer whose performing at the party. While he tries to apologize for how things ended, she refuses to accept it. Ingrid, a woman who works at the record company, after having a near death experience decides to quit her job and asks a young messenger, Paul to help her fulfill her resolutions. And at a hospital, Stan, a man who is in the final stages of cancer, only wishes to see the ball drop. Also Griffin and Tess, a couple who are expecting, ...",New Year's Eve,"55,581",Katherine Fugate
16070,6.6,PG-13,Asger Leth,"24,819",9704,Hollywood / English,"English,Spanish","28 Jan, 2012",Jan 27 2012,102,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The nearest New York Police officer immediately responds to a screaming woman and calls dispatch. More Officers arrive with SWAT and tactical command along with fire-fighters. The police then dispatches a female police psychologist personally requested to talk him down from the ledge. However, things aren't as straightforward and clearcut as they appear to be.",Man on a Ledge,"77,667",Pablo F. Fenjves
16071,6.8,PG-13,James Wan,"57,094",6134,Hollywood / English,English,"02 Apr, 2011",Apr 01 2011,103,"A gripping story of a family in search of help for their son, Dalton, who fell into a coma after a mysterious incident in the attic. Little do they know that there is much  to this endless sleep than meets the eye as they explore the paranormal, and rediscover the past; the key to getting their son back once and for all.",Insidious,"130,453",Leigh Whannell
16072,5.8,R,Jim Gillespie,"15,914",80798,Hollywood / English,English,"30 Sep, 2013",Oct 17 1997,101,"Adaptation of Lois Duncan's thriller about four teenagers trying to cover up a hit-and-run. Love Hewitt plays Julie, a high school senior who goes trip with her friends and accidently hits a fisherman. They think he is dead and dump him into the waters. But later they get a strange letter that says ""I know what you did last summer.""",I Know What You Did Last Summer,"49,440","Kevin Williamson, Lois Duncan"
16073,6.5,,"Neeraj Ghaywan, Siddharth Gupt, Rohit Pandey","13,656",80758,Bollywood / Indian,Hindi,"28 Sep, 2013",Jul 12 2013,95,"Shorts is a 2013 Hindi Drama film which is a compilation of five short films.It is directed by Neeraj Ghaywan, Vasan Bala, Anubhuti Kashyap, Shlok Sharma and Gitanjali Rao. The five short films are titled ""Hidden Cricket"", ""Moi Murjani"", ""Epiphany"", ""Geek Out"", and ""Chai"" and it is releasing July 12, 2013.",Shorts,"46,876",
16074,5.5,R,Henry Saine,"13,471",80748,Hollywood / English,English,"28 Sep, 2013",Sep 06 2013,92,"It's been 20 years since the corporations took over the world's governments. Their thirst for power and profits led to the corporate wars, a fierce global battle that laid waste to society as we know it. Born from the ash, the Council of Nine rose as a new law and order for this dark age. To avenge the corporations' reckless destruction, the Council issues death warrants for all white collar criminals. Their hunter's - the BOUNTY KILLER. From amateur savage to graceful assassin, the BOUNTY KILLER'S now compete for body count, fame and a fat stack of cash. They're ending the plague of corporate greed by exterminating the self serving CEO and providing the survivors of the apocalypse with retribution. These are the new heroes. This is the age of the BOUNTY KILLER.",Bounty Killer,"45,122","Jason Dodson, Colin Ebeling, Henry Saine"
16075,3.7,Unrated,Brian C. Weed,"3,681",80747,Hollywood / English,English,"28 Sep, 2013",Sep 27 2013,82,"Three years after a tragic accident leaves a student dead at the annual Homecoming dance, a group of senior friends anxious about the return of Homecoming Night to their sleepy Southern town find themselves visited by a deadly presence from their past in the dark and desolate halls of their very own high school.",Bloody Homecoming,"13,145",Jake Helgren
16076,2.6,,"Ray Cooney, John Luton","3,331",80630,Hollywood / English,English,"26 Sep, 2013",Feb 14 2013,94,"John Smith has been happily involved in a bigamous marriage for five years. He lives with Stephanie in Finsbury and Michelle in Stockwell. Fortunately, for John, he's a taxi driver which involves varying shift work! Simple? Well, when John unwittingly becomes a have-a-go hero and the Finsbury and Stockwell police forces discover something suspicious in their paperwork, John's happy bubble is about to be burst. The action of the movie takes place during the next hectic 24 hours as John, with the assistance of his gullible neighbor Gary, rush between North and South London attempting to thwart the police and prevent the two loving wives coming face to face!",Run for Your Wife,"18,121",Ray Cooney
16077,3.8,R,Giorgio Serafini,"3,329",80627,Hollywood / English,English,"26 Sep, 2013",Sep 23 2013,1h 36min,"In the frenetic underbelly of Los Angeles, Agent Maxwell closes in on an international cocaine smuggling operation run by criminal mastermind Vincent Camastra. When Agent Beverly Royce goes undercover with the drug dealers and finds herself deeper then she can handle - the case becomes personal for Maxwell who has to combat ruthless killers and dirty cops in an all-out action filled finale to bring the criminals to justice.",Ambushed,"13,969",Agustin
16078,5.5,Not Rated,Dennis Iliadis,"19,354",80623,Hollywood / English,English,"26 Sep, 2013",Mar 10 2013,96,"Three college friends hit the biggest party of the year, where a mysterious phenomenon disrupts the night, quickly descending into a chaos that challenges their friendships -- and whether they can stay alive.",+1,"55,779","Dennis Iliadis, Bill Gullo"
16079,4.3,R,Eduardo Rodriguez,"9,893",80541,Hollywood / English,English,"25 Sep, 2013",Oct 01 2013,88 min,"By day Gerri Dandridge is a sexy professor, but by night she transforms into a real-life vampire with an unquenchable thirst for human blood. So when a group of high school students travel abroad to study in Romania, they find themselves ensnared in Gerri's chilling web of lust and terror. Charley and ""Evil"" Ed must stop Gerri from drinking and bathing in the blood of a ""new moon virgin,"" which just so happens to be Charley's ex-girlfriend, Amy. They enlist help from Peter Vincent, the vampire hunting host of a reality show called ""Fright Night,"" to drive a stake through Gerri's plan and save Amy from a fate far worse than death.",Fright Night 2,"26,888",Matt Venne
16080,5.7,PG-13,Simon West,"37,510",80540,Hollywood / English,"English,Central Khmer,Russian,Italian","25 Sep, 2013",Jun 15 2001,100,"A member of a rich British aristocratic family, Lara Croft is a ""tomb raider"" who enjoys collecting ancient artifacts from ruins of temples, cities, etc. worldwide, and doesn't mind going through death-defying dangers to get them. She is skilled in hand-to-hand combat, weapons training, and foreign languages - and does them all in tight outfits. Well, the planets of the solar system are going into planetary alignment (Which occurs every 5,000 years), and a secret society called the Illuminati is seeking an ancient talisman that gives its possessor the ability to control time. However, they need a certain clock/key to help them in their search, and they have to find the talisman in one week or wait until the next planetary alignment to find it again. Lara happens to find that key hidden in a wall of her mansion. The Illuminati steal it, and Lara gets an old letter from her deceased father telling her about the society's agenda (Her father was also the one who hid the key). Now, she ...",Lara Croft: Tomb Raider,"96,523","Sara B. Cooper, Mike Werb, Michael Colleary"
16081,5.5,PG-13,Jan de Bont,"33,128",80537,Hollywood / English,"English,Mandarin,Swahili,Greek,Russian","25 Sep, 2013",Jul 25 2003,117,"Intrepid British archaeologist Lara Croft has made perhaps the most important archaeological discovery in history: an orb that leads to the mythical Pandora's Box. Unfortunately, the orb falls into the hands of Jonathan Reiss, an evil scientist who deals in killer viruses and hopes to sell the secrets of the box as the ultimate weapon. Recruited by British Intelligence to get the orb back from Reiss, Lara recruits Terry Sheridan, a British marine turned mercenary (and her former love interest) to help. The two embark on an adventure that spans continents in an attempt to regain the orb...",Lara Croft Tomb Raider: The Cradle of Life,"87,589","Dean Georgaris, Steven E. de Souza, James V. Hart"
16082,5.7,Not Rated,"John Stockwell, Paulette Victor-Lifton","26,427",80536,Hollywood / English,"English,Arabic,Pashtu","25 Sep, 2013",Nov 04 2012,90,"When the rud whereabouts of Osama bin Laden are revealed, the CIA readies a team of seasoned U.S. Navy SEALs for the mission of a lifetime. Despite inconclusive evidence that bin Laden is inside the compound, and ignoring the possible ramifications of an unannounced attack on Pakistani soil, the Pentagon orders the attack. The SEAL Team bands together to complete their mission of justice in a riveting final showdown.",Seal Team Six: The Raid on Osama Bin Laden,"68,176",Kendall Lampkin
16083,6.4,R,Mikael Håfström,"10,521",5169,Hollywood / English,"English,Mandarin,Japanese,German","18 Jun, 2010",Jun 17 2010,105,"An American man returns to a corrupt, Japanese-occupied Shanghai four months before Pearl Harbor and discovers his friend has been killed. While he unravels the mysteries of the death, he falls in love and discovers a much larger secret that his own government is hiding.",Shanghai,"35,991",Hossein Amini
16084,5.6,PG-13,Dito Montiel,"10,642",532,Hollywood / English,"English,Russian,Spanish,Italian","24 Sep, 2013",Apr 23 2009,1h 45min,"Shawn MacArthur, the kind-hearted son of an Alabama wrestling coach, makes a grim living selling fake products on the streets in New York. After dealing with thieving punks, he's discovered by bare-knuckle/street-fight manager, Harvey Boarden. He soon proves himself worthy and starts earning a small fortune, part of which he volunteers to spend on single mother Zulay Velez. Shawn doesn't cheat and that seems to be a major problem, notably after the arrival of his Alabama high-school rival.",Fighting,"26,876","Robert Munic, Dito Montiel"
16085,7.4,PG-13,"Glenn Ficarra, John Requa","58,544",8100,Hollywood / English,English,"17 Oct, 2011",Jul 29 2011,118,"Cal (Steve Carell) and Emily (Julianne Moore) have the perfect life together living the American dream... until Emily asks for a divorce. Now Cal, Mr Husband, has to navigate the single scene with a little help from his professional bachelor friend Jacob Palmer (Ryan Gosling). Make that a lot of help...","Crazy, Stupid, Love.","150,546",Dan Fogelman
16086,6.4,R,"Mike McCoy, Scott Waugh","24,695",9975,Hollywood / English,"Filipino,English,Russian,Spanish","25 Feb, 2012",Feb 24 2012,110,"An unprecedented blend of real-life heroism and original filmmaking, Act of Valor stars a group of active-duty Navy SEALs in a powerful story of contemporary global anti-terrorism. Inspired by true events, the film combines stunning combat sequences, up-to-the minute battlefield technology and heart-pumping emotion for the ultimate action adventure. Act of Valor takes audiences deep into the secretive world of the most elite, highly trained group of warriors in the modern world. When the rescue of a kidnapped CIA operative leads to the discovery of a deadly terrorist plot against the U.S., a team of SEALs is dispatched on a worldwide manhunt. As the valiant men of Bandito Platoon race to stop a coordinated attack that could kill and wound thousands of American civilians, they must balance their commitment to country, team and their families back home. Each time they accomplish their mission, a new piece of intelligence reveals another shocking twist to the deadly terror plot, which ...",Act of Valor,"60,842",Kurt Johnstad
16087,7.4,Not Rated,Vikramaditya Motwane,"50,728",30944,Bollywood / Indian,Hindi,"06 Jul, 2013",Jul 05 2013,136,"The year is 1953. A visiting archaeologist called Varun Shrivastav comes to the village of Manikpur in West Bengal to excavate the temple grounds of the local Zamindar. With knowledge and experience beyond his young demeanour, Varun greatly impresses the Zamindar and his family. Especially Pakhi, the Zamindar's feisty and only daughter, who finds herself irrevocably drawn towards him. But Varun isn't all he seems on the surface. And as the simmering attraction between him and Pakhi leads to a tender and deep love, he is forced to choose between her and his past. Making his choice, Varun disappears. Pakhi struggles to move on with her life, determined to forget him and their relationship. Until one day, when he returns under the most extraordinary circumstances. Inspired from O. Henry's ""The Last Leaf"", Lootera is the uplifting story of two lovers. Of heartbreak, betrayal... and ultimate redemption.",Lootera,"98,932","O. Henry, Bhavani Iyer, Anurag Kashyap"
16088,4.4,,Amrit Sagar,"34,859",73214,Bollywood / Indian,Hindi,"03 Aug, 2013",Aug 02 2013,116,,Rabba Main Kya Karoon,"79,897",Aakash Kaushik
16089,4.8,Not Rated,Gabriel Sabloff,"8,089",80452,Hollywood / English,English,"23 Sep, 2013",Jul 12 2013,90,,Revelation Road 2: The Sea of Glass and Fire,"31,322","Sean Paul Murphy, Gabriel Sabloff"
16090,6.6,R,Randall Miller,"2,244",80447,Hollywood / English,English,"23 Sep, 2013",Oct 11 2013,,"CBGB follows the story of Hilly Kristal's New York club from its conceit as a venue for Country, Bluegrass and Blues (CBGB) to what it ultimately became: the birthplace of underground rock 'n roll and punk. When Kristal had difficulty booking country bands in his club on the Bowery he opened his doors to other kinds of rock music. Kristal had one demand of the acts he booked; they could only play original music. No top 40's, no covers. It was the credo he lived by, support the artist at whatever the cost. Hilly Kristal ironically became known as the godfather of punk giving a chance to such bands as Blondie, Television, Ramones, Talking Heads, Dead Boys and The Police.",CBGB,"12,980","Jody Savin, Randall Miller"
16091,8,PG-13,Tim Burton,"3,842",80446,Hollywood / English,English,"23 Sep, 2013",Jan 09 2004,125 min,"The story revolves around a dying father and his son, who is trying to learn  about his dad by piecing together the stories he has gathered over the years. The son winds up re-creating his father's elusive life in a series of legends and myths inspired by the few facts he knows. Through these tales, the son begins to understand his father's great feats and his great failings.",Big Fish,"16,768","Daniel Wallace, John August"
16092,5.4,,Greg Olliver,"6,350",80284,Hollywood / English,"English,Spanish","21 Sep, 2013",May 06 2012,89 min,,Devoured,"16,475",Marc Landau
16093,6.4,,"Jason Cortlund, Julia Halperin","2,004",80286,Hollywood / English,English,"21 Sep, 2013",Nov 30 2012,1h 33min,"Lucien and Regina gather wild mushrooms in the woodlands of New Jersey and sell them to restaurants in New York. Their lifestyle is simple, their income unstable. Regina decides to take a full-time job cooking at a high-end restaurant to improve their financial security and to follow a  fulfilling personal career path. Feeling threatened, Lucien proposes that instead of selling out, they give up their apartment and drive to the -profitable West Coast as full-time itinerant foragers. As individual desires take them down divergent paths over the course of a year, their marriage is put to a test.","Now, Forager","13,278",Jason Cortlund
16094,2.4,,David Dunn Jr.,"4,762",80285,Hollywood / English,English,"21 Sep, 2013",Sep 10 2013,93 min,"ON AUGUST 4TH, 1892, ANDREW JACKSON BORDEN AND ABBY DURFEE BORDEN WERE BRUTALLY MURDERED WITH AN OLD HOUSEHOLD HATCHET. THE BLOWS OF THE MURDER WEAPON WERE SO VIOLENT AND NUMEROUS THAT THEIR FACES AND SKULLS WERE UNRECOGNIZABLY DISFIGURED. ALTHOUGH ACQUITTED, IT IS COMMON KNOWLEDGE THAT THE DAUGHTER, LIZZIE BORDEN, IS RESPONSIBLE FOR THIS SAVAGE EVIL ACT.

THE PRESENT DAY LIZZIE ALLEN SUFFERS FROM AN EXTREME CASE OF CHILDHOOD AMNESIA WHICH NOT ONLY LAYS DARK HER CHILDHOOD MEMORIES BUT ALSO HER RELATIONSHIP OR LACK THERE OF, OF HER PARENTS THEMSELVES. WHEN LIZZIE DISCOVERS THE NEWS OF HER FATHERS DEATH SHE INHERITS THE HOUSE SHE ONCE LIVED INAND THEREFORE A NEW PLACE TO LIVE.",Lizzie,"15,928","Leif Holt, Leif Holt"
16095,5.6,,Manmord Sidhu,"18,820",80282,Punjabi,Punjabi,"21 Sep, 2013",Jul 26 2013,133,,Best of Luck,"74,917","Anugrah Bohrey, Naresh Kathuria, Dheeraj Rattan"
16096,6.6,TV-14,Simone Stock,766,371877,Hollywood / English,English,"15 Feb, 2023",Feb 11 2023,88,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,"7,851",Haley Harris
16097,8.1,,Venky Atluri,"2,290",372090,Tollywood,Hindi,"20 Feb, 2023",Feb 17 2023,139,The life of a young man and his struggles against the privatization of education.,Vaathi,"7,615",Venky Atluri
16098,5.5,,Nadira Amrani,378,371671,Hollywood / English,English,"10 Feb, 2023",Feb 07 2023,,"Bold
 and authentic drama set at an elite school where the lines of sexual 
consent are dangerously blurred. When a serious accusation is made 
against 'one of their own', how will the school react?",Consent,"4,436",Emma Dennis-Edwards
16099,,,,"1,782",371740,Wrestling,English,"13 Feb, 2023",Feb 10 2023,,,WWE Smackdown 2023-02-10,"4,907",
16100,5,,Lindsay Hartley,466,371936,Hollywood / English,English,"16 Feb, 2023",Jan 29 2023,,"When
 a woman is attacked in her short term rental, the company's Clean-Up 
Team steps in to help her pick up the pieces. But she soon finds that 
they might not be who they say they are.",Vacation Home Nightmare,"5,939",John F. Hayes
16101,7.1,R,Elegance Bratton,472,371991,Hollywood / English,English,"17 Feb, 2023",Dec 02 2022,95,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,"6,011",Elegance Bratton
16102,4.8,R,John Swab,440,372092,Hollywood / English,English,"20 Feb, 2023",Jan 28 2023,105,"Doc
 facilitates a fragile truce between the Governor and Cartel, trading 
prosecutorial leniency for finance. With no more truce, Doc is left to 
fend for himself and protect the one untainted thing in his life: his 
daughter, Little Dixie.",Little Dixie,"4,282",John Swab
16103,8.8,,Xavier Manrique,75,371744,Hollywood / English,English,"13 Feb, 2023",Feb 03 2023,101,"Follows
 a New York City family hiding out in the Hamptons whose bubble is 
popped when a Bloody Mary-swilling, pot-smoking 'Charlie' comes to bring
 a lifetime of hurt that might heal them all.",Who Invited Charlie?,"2,051",Nicholas Schutt
16104,4.3,R,Kader Ayd,"1,815",80242,Hollywood / English,"English,French","20 Sep, 2013",Sep 19 2013,1h 50min,"In this tension-packed thriller, brothers Mike and Tre set out in search of better lives, trying to leave their demons behind for good. After being released from prison for a crime he didn't commit, Mike's only care in the world is to protect his young daughter from an unforgiving ex. But the justice that awaits him on the streets is far worse than anything Mike had experienced in prison. His older brother Tre begrudgingly agrees to one last ""delivery"", attempting to free Mike and his new girlfriend from the grips of the criminal underworld. What transpires is a wild misadventure where multiple lives unknowingly intersect, and where decisions are made that will haunt everyone forever.",Five Thirteen,"12,887","Kader Ayd, Renee Topper"
16105,7.3,,Pali Bhupinder Singh,"11,721",80241,Punjabi,Punjabi,"20 Sep, 2013",Feb 01 2013,2h 25min,,Stupid 7,"51,615",Pali Bhupinder Singh
16106,6.6,R,Danny Boyle,"24,771",80240,Hollywood / English,"English,French,Swedish,Thai,Serbian","20 Sep, 2013",Feb 11 2000,119,"Garland's novel centers on a young nicotine-addicted traveler named Richard, an avid pop-culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok, he finds a map left by his strange, whacked-out neighbor, who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled.",The Beach,"65,843","John Hodge, Alex Garland"
16107,6.9,R,Simon West,"13,666",80235,Hollywood / English,"English,Spanish","20 Sep, 2013",Jun 06 1997,115,"Cameron Poe, who is a highly decorated United States Army Ranger came to his home of Alabama to his wife, Tricia. only to run into a few drunken regulars at where Tricia works. Cameron unknowingly kills one of the drunks and was sent to a federal penitentiary for involuntary manslaughter for seven years. Then, Cameron became eligible for parole and can now go home to his wife and daughter, Casey. Unfortunately, Cameron has to share a prison airplane with some of the most dangerous criminals in the country, who somehow took control of the plane and are now planning to escape the country with the plane. Cameron has to find a way to stop them while playing along. Meanwhile, United States Marshal Vincent Larkin is trying to help Cameron get free and stop the criminals including, Cyrus ""The Virus"" Grissom.",Con Air,"35,438",Scott Rosenberg
